phage,numprot,host
Pseudomonas phage vB_PaeS_SCH_Ab26,52,Pseudomonas
Enterobacter phage E-4,52,Enterobacter
Cronobacter phage phiES15,52,Cronobacter
Clostridium phage phiCP34O,52,Clostridium
Enterobacteria phage BA14,52,Enterobacteria
Ralstonia phage RSB2,52,Ralstonia
Verrucomicrobia phage P8625,52,Verrucomicrobia
Edwardsiella phage eiMSLS,52,Edwardsiella
Lactococcus phage CB14,52,Lactococcus
Pseudoalteromonas phage H105/1,52,Pseudoalteromonas
Bacillus phage Pookie,52,Bacillus
Streptococcus phage TP-778L,52,Streptococcus
Rhizobium phage RR1-B,52,Rhizobium
Lactococcus phage 936 group phage Phi44,52,Lactococcus
Acinetobacter phage IME-200,52,Acinetobacter
Mannheimia phage vB_MhM_2256AP1,52,Mannheimia
Clostridium phage phiCD146,52,Clostridium
Pseudomonas phage JBD18,52,Pseudomonas
Escherichia phage K1-dep(4),52,Escherichia
Pseudomonas phage PT5,52,Pseudomonas
Paracoccus phage vB_PmaS_IMEP1,52,Paracoccus
Lactococcus phage 936 group phage Phi19.3,52,Lactococcus
Pseudomonas phage phi2,52,Pseudomonas
Edwardsiella phage eiDWF,52,Edwardsiella
Pseudomonas phage DMS3,52,Pseudomonas
Mannheimia phage vB_MhM_1127AP1,52,Mannheimia
Lactococcus phage ul36.t1,52,Lactococcus
Streptococcus phage phiARI0131-1,52,Streptococcus
Streptomyces phage SF1,52,Streptomyces
Mannheimia phage vB_MhM_1152AP,52,Mannheimia
Pseudomonas phage phiPSA1,52,Pseudomonas
Lactococcus phage SL4,52,Lactococcus
Lactococcus phage 936 group phage PhiA1127,52,Lactococcus
Lactococcus lactis phage 645,52,Lactococcus
Clostridium phage phiMMP04,51,Clostridium
Klebsiella phage F19,51,Klebsiella
Pseudomonas phage MP38,51,Pseudomonas
Lactococcus phage CaseusJM1,51,Lactococcus
Erwinia phage phiEa100,51,Erwinia
Bacillus phage phIS3501,51,Bacillus
Erwinia phage vB_EamP-L1,51,Erwinia
Yersinia phage YpsP-G,51,Yersinia
Escherichia phage vB_EcoM-ep3,51,Escherichia
Salmonella phage SPC32N,51,Salmonella
Lactobacillus phage Ld25A,51,Lactobacillus
Lactobacillus phage LLKu,51,Lactobacillus
Salmonella phage Vi II-E1,51,Salmonella
Mannheimia phage phiMhaA1-BAA410,51,Mannheimia
Pseudomonas phage vB_Pae-TbilisiM32,51,Pseudomonas
Lactococcus phage phismq86,51,Lactococcus
Salmonella phage SEN5,51,Salmonella
Lactococcus phage CB20,51,Lactococcus
Streptococcus phage phiARI0462,51,Streptococcus
Escherichia phage K1-ind(1),51,Escherichia
Salmonella phage SPC32H,51,Salmonella
Streptococcus phage Sfi11,51,Streptococcus
Aeromonas phage phiAS7,51,Aeromonas
Erwinia phage FE44,51,Erwinia
Mannheimia phage vB_MhM_535AP1,51,Mannheimia
Pseudomonas phage PA1phi,51,Pseudomonas
Moraxella phage Mcat25,51,Moraxella
Streptococcus phage phiARI0378,51,Streptococcus
Streptococcus phage phiARI0460-1,51,Streptococcus
Croceibacter phage P2559Y,51,Croceibacter
Lactococcus phage 936 group phage Phi4,51,Lactococcus
Lactococcus phage LL-H,51,Lactococcus
Xylella phage Paz,51,Xylella
Salmonella phage SPN9TCW,51,Salmonella
Klebsiella phage vB_KpnP_KpV289,51,Klebsiella
Moraxella phage Mcat26,51,Moraxella
Salmonella phage epsilon15,51,Salmonella
Lactococcus phage ul36.t1k1,51,Lactococcus
Mannheimia phage vB_MhM_587AP1,51,Mannheimia
Lactococcus phage CB19,51,Lactococcus
Vibrio phage martha 12B12,51,Vibrio
Klebsiella phage K11,51,Klebsiella
Streptococcus phage phiARI0031,51,Streptococcus
Moraxella phage Mcat1,51,Moraxella
Pseudomonas phage MP22,51,Pseudomonas
Lactococcus phage phiLC3,51,Lactococcus
Nitratiruptor phage NrS-1,51,Nitratiruptor
Escherichia coli O157 typing phage 9,51,Escherichia
Moraxella phage Mcat17,51,Moraxella
Ralstonia phage RSA1,51,Ralstonia
Pseudomonas phage MP29,51,Pseudomonas
Lactococcus phage Q33,51,Lactococcus
Yersinia phage phiA1122,50,Yersinia
Bacillus phage Page,50,Bacillus
Pseudomonas phage MPK6,50,Pseudomonas
Burkholderia phage phiE12-2,50,Burkholderia
Mannheimia phage vB_MhM_3927AP2,50,Mannheimia
Lactococcus phage r1t,50,Lactococcus
Clostridium phage phi3626,50,Clostridium
Pseudomonas phage shl2,50,Pseudomonas
Staphylococcus phage phi13,50,Staphylococcus
Lactobacillus phage c5,50,Lactobacillus
Escherichia phage K1-dep(1),50,Escherichia
Lactobacillus phage iA2,50,Lactobacillus
Lactococcus phage 936,50,Lactococcus
Pseudomonas phage phiIBB-PF7A,50,Pseudomonas
Streptococcus phage SpSL1,50,Streptococcus
Lactobacillus phage iLp1308,50,Lactobacillus
Erwinia phage phiEa1H,50,Erwinia
Lactobacillus phage LfeSau,50,Lactobacillus
Clostridium phage phiCDHM13,50,Clostridium
Pseudomonas phage phi15,50,Pseudomonas
Vibrio phage phiVC8,50,Vibrio
Pseudomonas phage PPpW-4,50,Pseudomonas
Ralstonia phage RSB3,50,Ralstonia
Synechococcus phage S-CBP1,50,Synechococcus
Salmonella phage BP12B,50,Salmonella
Pseudomonas phage MP48,50,Pseudomonas
Bacillus phage Pascal,50,Bacillus
Lactococcus phage 936 group phage Phi19,50,Lactococcus
Bacillus phage Palmer,50,Bacillus
Bacillus phage Fah,50,Bacillus
Escherichia coli O157 typing phage 10,50,Escherichia
Bacillus phage PBC1,50,Bacillus
Bacillus phage Pavlov,50,Bacillus
Lactobacillus phage Ld17,50,Lactobacillus
Clostridium phage phiCDHM14,50,Clostridium
Escherichia phage P694,50,Escherichia
Lactococcus phage P335,50,Lactococcus
Clostridium phage vB_CpeS-CP51,50,Clostridium
Burkholderia phage KS9,50,Burkholderia
Streptococcus phage phiARI0399,50,Streptococcus
Bacillus phage poppyseed,50,Bacillus
Leuconostoc phage 1-A4,50,Leuconostoc
Prochlorococcus phage P-GSP1,50,Prochlorococcus
Staphylococcus phage Phi12,49,Staphylococcus
Mannheimia phage phiMhaA1-PHL101,49,Mannheimia
Lactococcus phage 936 group phage PhiA.16,49,Lactococcus
Streptococcus phage phiBHN167,49,Streptococcus
Lactobacillus phage Ld3,49,Lactobacillus
Escherichia phage CICC 80001,49,Escherichia
Pseudomonas phage YMC11/06/C171_PPU_BP,49,Pseudomonas
Enterobacteria phage T2,49,Enterobacteria
Bacillus phage 11143,49,Bacillus
Pseudomonas phage phiPsa17,49,Pseudomonas
Lactococcus lactis phage p2,49,Lactococcus
Enterobacteria phage K30,49,Enterobacteria
Streptococcus phage phiARI0468-2,49,Streptococcus
Clostridium phage phiCDHM11,49,Clostridium
Clostridium phage phiCP9O,49,Clostridium
Moraxella phage Mcat23,49,Moraxella
Psychrobacter phage Psymv2,49,Psychrobacter
Pseudomonas phage vB_PaeP_PAO1_1-15pyo,49,Pseudomonas
Bordetella phage BPP-1,49,Bordetella
Pseudomonas phage phiNFS,49,Pseudomonas
Pseudomonas phage PPPL-1,49,Pseudomonas
Lactococcus phage P680,49,Lactococcus
Prochlorococcus phage P-SSP10,49,Prochlorococcus
Streptococcus phage IC1,49,Streptococcus
Lactococcus phage jj50,49,Lactococcus
Salmonella phage SEN8,49,Salmonella
Escherichia phage K1-ind(3),49,Escherichia
Vibrio phage J3,49,Vibrio
Yersinia phage Y,49,Yersinia
Enterobacteria phage WPhi,49,Enterobacteria
Klebsiella phage vB_KpnP_IME205,49,Klebsiella
Burkholderia phage JG068,49,Burkholderia
Burkholderia phage KS10,49,Burkholderia
Enterobacteria phage phiKMV,49,Enterobacteria
Prochlorococcus phage P-SSP6,49,Prochlorococcus
Lactococcus phage 4268,49,Lactococcus
Deep-sea thermophilic phage D6E,49,Deep-sea
Burkholderia phage ST79,49,Burkholderia
Clostridium phage phiCP26F,49,Clostridium
Morganella phage MmP1,49,Morganella
Streptococcus phage phiARI0468-4,49,Streptococcus
Lactococcus phage 936 group phage PhiLj,49,Lactococcus
Lelliottia phage phD2B,49,Lelliottia
Cronobacter phage vB_CskP_GAP227,49,Cronobacter
Ralstonia phage RSY1,49,Ralstonia
Escherichia phage K1-ind(2),48,Escherichia
Vibrio phage J2,48,Vibrio
Streptococcus phage 11865,48,Streptococcus
Streptococcus phage phiARI0468-1,48,Streptococcus
Pectobacterium phage PP1,48,Pectobacterium
Delftia phage IME-DE1,48,Delftia
Stenotrophomonas phage S1,48,Stenotrophomonas
Lactococcus phage GE1,48,Lactococcus
Vibrio phage H1,48,Vibrio
Vibrio phage H3,48,Vibrio
Bacillus phage Pony,48,Bacillus
Streptococcus phage phiARI0285-1,48,Streptococcus
Enterococcus phage EF62phi,48,Enterococcus
Vibrio phage ICP3_2008_A,48,Vibrio
Acinetobacter phage vB_AbaP_PD-AB9,48,Acinetobacter
Streptococcus phage Abc2,48,Streptococcus
Yersinia phage R,48,Yersinia
Vibrio phage H2,48,Vibrio
Leuconostoc phage Ln-9,48,Leuconostoc
Weissella phage phiYS61,48,Weissella
Acinetobacter phage vB_AbaP_PD-6A3,48,Acinetobacter
Wolbachia endosymbiont wVitB of Nasonia vitripennis phage WOVitB,48,Wolbachia
Streptococcus phage phiARI0004,48,Streptococcus
Vibrio phage VBpm10,48,Vibrio
Vibrio phage ICP3_2009_A,48,Vibrio
Cellulophaga phage phi39:1,48,Cellulophaga
Edwardsiella phage IW-1,48,Edwardsiella
Edwardsiella phage KF-1,48,Edwardsiella
Streptococcus phage 5093,48,Streptococcus
Escherichia phage PE3-1,48,Escherichia
Vibrio phage CJY,48,Vibrio
Propionibacterium phage PA6,48,Propionibacterium
Burkholderia phage phiE202,48,Burkholderia
Cronobacter phage Dev-CD-23823,48,Cronobacter
Vibrio phage QH,48,Vibrio
Pseudomonas phage phiCTX,48,Pseudomonas
Salmonella phage RE-2010,47,Salmonella
Enterobacteria phage HK022,47,Enterobacteria
Listonella phage phiHSIC,47,Listonella
Yersinia phage vB_YenP_AP10,47,Yersinia
Propionibacterium phage PAS50,47,Propionibacterium
Ralstonia phage RSB1,47,Ralstonia
Salmonella phage BP12A,47,Salmonella
Propionibacterium phage P100D,47,Propionibacterium
Propionibacterium phage P101A,47,Propionibacterium
Yersinia phage phiR8-01,47,Yersinia
Enterobacteria phage 285P,47,Enterobacteria
Caulobacter phage Cd1,47,Caulobacter
Moraxella phage Mcat7,47,Moraxella
Kluyvera phage Kvp1,47,Kluyvera
Streptococcus phage SMP,47,Streptococcus
Pseudomonas phage Phi-S1,47,Pseudomonas
Moraxella phage Mcat30,47,Moraxella
Pseudomonas phage phiPSA2,47,Pseudomonas
Acinetobacter phage phiAB1,47,Acinetobacter
Propionibacterium phage PHL082M00,47,Propionibacterium
Klebsiella phage vB_Kp1,47,Klebsiella
Lactococcus phage Q54,47,Lactococcus
Burkholderia phage phi52237,47,Burkholderia
Vibrio phage ICP3_2007_A,47,Vibrio
Propionibacterium phage P100_1,47,Propionibacterium
Propionibacterium phage P14.4,47,Propionibacterium
Vibrio phage N4,47,Vibrio
Xanthomonas phage CP1,47,Xanthomonas
Proteus phage PM 93,47,Proteus
Thalassomonas phage BA3,47,Thalassomonas
Propionibacterium phage SKKY,47,Propionibacterium
Enterobacteria phage J8-65,47,Enterobacteria
Salmonella phage Vi06,47,Salmonella
Lactobacillus phage Lv-1,47,Lactobacillus
Liberibacter phage SC2,47,Liberibacter
Burkholderia phage phiX216,47,Burkholderia
Bacteroides phage B40-8,47,Bacteroides
Rhodobacter phage RcSaxon,46,Rhodobacter
Proteus phage PM16,46,Proteus
Propionibacterium phage PHL112N00,46,Propionibacterium
Burkholderia phage Bp-AMP1,46,Burkholderia
Propionibacterium phage PHL064M01,46,Propionibacterium
Synechococcus phage S-CBS3,46,Synechococcus
Streptococcus phage phiARI0274b,46,Streptococcus
Propionibacterium phage PHL060L00,46,Propionibacterium
Pseudomonas phage Pf-10,46,Pseudomonas
Vibrio phage phi-A318,46,Vibrio
Streptococcus phage phiARI0826b,46,Streptococcus
Staphylococcus phage phiBU01,46,Staphylococcus
Streptococcus phage A25,46,Streptococcus
Burkholderia phage KS5,46,Burkholderia
Lactobacillus phage phiPYB5,46,Lactobacillus
Propionibacterium phage ATCC29399B_T,46,Propionibacterium
Propionibacterium phage PHL151N00,46,Propionibacterium
Propionibacterium phage PHL082M04,46,Propionibacterium
Propionibacterium phage ATCC29399B_C,46,Propionibacterium
Burkholderia phage BcepC6B,46,Burkholderia
Propionibacterium phage PHL114L00,46,Propionibacterium
Lactobacillus phage phiJB,46,Lactobacillus
Yersinia phage vB_YenP_ISAO8,46,Yersinia
Propionibacterium phage PHL117M01,46,Propionibacterium
Klebsiella phage K5,46,Klebsiella
Yersinia phage Yepe2,46,Yersinia
Propionibacterium phage PHL082M03,46,Propionibacterium
Propionibacterium phage PHL067M09,46,Propionibacterium
Propionibacterium phage PHL163M00,46,Propionibacterium
Propionibacterium phage MrAK,46,Propionibacterium
Enterobacteria phage T6,46,Enterobacteria
Propionibacterium phage PHL116M00,46,Propionibacterium
Streptococcus phage 858,46,Streptococcus
Lactobacillus phage phijl1,46,Lactobacillus
Propionibacterium phage PHL151M00,46,Propionibacterium
Propionibacterium phage PHL116M10,46,Propionibacterium
Yersinia phage YpP-Y,46,Yersinia
Propionibacterium phage PAD20,46,Propionibacterium
Yersinia phage phiYe-F10,46,Yersinia
Pseudomonas phage Bf7,46,Pseudomonas
Vibrio phage VcP032,46,Vibrio
Propionibacterium phage PHL064M02,46,Propionibacterium
Propionibacterium phage Stormborn,46,Propionibacterium
Stenotrophomonas phage Smp131,46,Stenotrophomonas
Halomonas phage phiHAP-1 (isolate -/Gulf of Mexico/-/2001),46,Halomonas
Prochlorococcus phage P-RSP2,46,Prochlorococcus
Propionibacterium phage PHL082M02,46,Propionibacterium
Propionibacterium phage PHL067M01,46,Propionibacterium
Cronobacter phage ENT47670,46,Cronobacter
Yersinia phage Berlin,45,Yersinia
Propionibacterium phage Procrass1,45,Propionibacterium
Cronobacter phage ESP2949-1,45,Cronobacter
Propionibacterium phage PHL150M00,45,Propionibacterium
Propionibacterium phage PHL171M01,45,Propionibacterium
Propionibacterium phage Enoki,45,Propionibacterium
Enterobacteria phage 186,45,Enterobacteria
Propionibacterium phage Lauchelly,45,Propionibacterium
Propionibacterium phage Solid,45,Propionibacterium
Streptococcus phage phiARI0285-3,45,Streptococcus
Propionibacterium phage PHL055N00,45,Propionibacterium
Stenotrophomonas phage IME15,45,Stenotrophomonas
Propionibacterium phage P1.1,45,Propionibacterium
Propionibacterium phage PHL030N00,45,Propionibacterium
Vibrio phage ICP3_2009_B,45,Vibrio
Pelagibacter phage HTVC011P,45,Pelagibacter
Propionibacterium phage Keiki,45,Propionibacterium
Moraxella phage Mcat32,45,Moraxella
Propionibacterium phage P9.1,45,Propionibacterium
Propionibacterium phage P104A,45,Propionibacterium
Propionibacterium phage PHL117M00,45,Propionibacterium
Moraxella phage Mcat31,45,Moraxella
Propionibacterium phage PHL010M04,45,Propionibacterium
Aeromonas phage phiO18P,45,Aeromonas
Xylella phage Xfas53,45,Xylella
Propionibacterium phage PHL095N00,45,Propionibacterium
Propionibacterium phage PHL009M11,45,Propionibacterium
Propionibacterium phage PHL194M00,45,Propionibacterium
Streptococcus phage phiARI0598b,45,Streptococcus
Phormidium phage Pf-WMP4,45,Phormidium
Propionibacterium phage PHL067M10,45,Propionibacterium
Propionibacterium phage PHL152M00,45,Propionibacterium
Streptococcus phage 23782,45,Streptococcus
Propionibacterium phage PHL114N00,45,Propionibacterium
Propionibacterium phage PHL308M00,45,Propionibacterium
Liberibacter phage FP2,45,Liberibacter
Propionibacterium phage PHL092M00,45,Propionibacterium
Propionibacterium phage Attacne,45,Propionibacterium
Vibrio phage kappa,45,Vibrio
Propionibacterium phage PHL037M02,45,Propionibacterium
Propionibacterium phage P105,45,Propionibacterium
Propionibacterium phage PA1-14,45,Propionibacterium
Propionibacterium phage PHL179M00,45,Propionibacterium
Propionibacterium phage Ouroboros,45,Propionibacterium
Yersinia phage Yep-phi,45,Yersinia
Acinetobacter phage Petty,45,Acinetobacter
Propionibacterium phage PHL199M00,45,Propionibacterium
Propionibacterium phage Pacnes 2012-15,45,Propionibacterium
Propionibacterium phage PHL141N00,45,Propionibacterium
Streptococcus phage phiARI0455b,45,Streptococcus
Propionibacterium phage PHL071N05,45,Propionibacterium
Rhodobacter phage RcRhea,45,Rhodobacter
Propionibacterium phage PHL066M04,45,Propionibacterium
Propionibacterium phage PHL085M01,45,Propionibacterium
Leuconostoc phage Ln-8,45,Leuconostoc
Acinetobacter phage phiAB6,45,Acinetobacter
Cronobacter phage Dev2,45,Cronobacter
Propionibacterium phage PHL115M02,45,Propionibacterium
Propionibacterium phage PHL073M02,45,Propionibacterium
Yersinia phage vB_YenP_AP5,45,Yersinia
Propionibacterium phage PHL041M10,45,Propionibacterium
Streptococcus phage 7201,45,Streptococcus
Vibrio phage K139,45,Vibrio
Escherichia phage P483,45,Escherichia
Propionibacterium phage PHL301M00,45,Propionibacterium
Propionibacterium phage P100_A,45,Propionibacterium
Propionibacterium phage PHL111M01,45,Propionibacterium
Propionibacterium phage BruceLethal,44,Propionibacterium
Klebsiella phage KP32,44,Klebsiella
Vibrio phage VP93,44,Vibrio
Propionibacterium phage PHL085N00,44,Propionibacterium
Vibrio phage Vc1,44,Vibrio
Propionibacterium phage Pirate,44,Propionibacterium
Yersinia phage YpP-G,44,Yersinia
Propionibacterium phage PHL113M01,44,Propionibacterium
Rhodoferax phage P26218,44,Rhodoferax
Streptococcus phage phiARI0639b,44,Streptococcus
Staphylococcus phage phi7401PVL,44,Staphylococcus
Propionibacterium phage Kubed,44,Propionibacterium
Streptococcus phage Alq132,44,Streptococcus
Pasteurella phage F108,44,Pasteurella
Enterococcus phage SAP6,44,Enterococcus
Propionibacterium phage Wizzo,44,Propionibacterium
Escherichia phage pro147,44,Escherichia
Burkholderia phage KS14,44,Burkholderia
Moraxella phage Mcat13,44,Moraxella
Streptococcus phage phiARI0831b,44,Streptococcus
Enterobacteria phage PsP3,44,Enterobacteria
Rhodobacter phage RcCronus,44,Rhodobacter
Streptococcus phage DT1,44,Streptococcus
Streptococcus phage 2972,44,Streptococcus
Propionibacterium phage Moyashi,44,Propionibacterium
Propionibacterium phage PHL070N00,44,Propionibacterium
Lactococcus phage c2,44,Lactococcus
Propionibacterium phage PAC10,43,Propionibacterium
Cronobacter phage ESSI-2,43,Cronobacter
Ralstonia phage RSJ2,43,Ralstonia
Propionibacterium phage PAC4,43,Propionibacterium
Lactobacillus phage EV3,43,Lactobacillus
Synechococcus phage S-CBS1,43,Synechococcus
Staphylococcus phage TEM123,43,Staphylococcus
Erysipelothrix phage SE-1,43,Erysipelothrix
Escherichia phage TL-2011a,43,Escherichia
Burkholderia phage Bp-AMP4,43,Burkholderia
Citrobacter phage phiCFP-1,43,Citrobacter
Lactococcus phage 1358,43,Lactococcus
Propionibacterium phage PAC2,43,Propionibacterium
Streptococcus phage Sfi19,43,Streptococcus
Streptomyces phage phiSASD1,43,Streptomyces
Bacillus phage SPG24,43,Bacillus
Propionibacterium phage PAC9,43,Propionibacterium
Escherichia phage pro483,43,Escherichia
Clostridium phage PhiS63,43,Clostridium
Vibrio phage VPUSM 8,43,Vibrio
Propionibacterium phage PHL025M00,43,Propionibacterium
Propionibacterium phage PAC5,43,Propionibacterium
Propionibacterium phage QueenBey,43,Propionibacterium
Propionibacterium phage PAC3,42,Propionibacterium
Pseudomonad phage gh-1,42,Pseudomonad
Staphylococcus phage phi7247PVL,42,Staphylococcus
Bacillus phage MG-B1,42,Bacillus
Streptococcus phage phiARI0746,42,Streptococcus
Propionibacterium phage PHL132N00,42,Propionibacterium
Moraxella phage Mcat15,42,Moraxella
Bdellovibrio phage phi1402,42,Bdellovibrio
Leuconostoc phage phiLNTR2,42,Leuconostoc
Streptococcus phage phiARI0468b-3,42,Streptococcus
Staphylococcus phage phi5967PVL,42,Staphylococcus
Propionibacterium phage PAC6,42,Propionibacterium
Enterobacter phage phiEap-1,42,Enterobacter
Propionibacterium phage PAC1,42,Propionibacterium
Propionibacterium phage PAC7,42,Propionibacterium
uncultured phage MedDCM-OCT-S04-C1035,42,uncultured
Propionibacterium phage PAC8,42,Propionibacterium
Salmonella phage SEN1,42,Salmonella
Moraxella phage Mcat9,42,Moraxella
Staphylococcus phage SMSAP5,42,Staphylococcus
Ralstonia phage RSJ5,41,Ralstonia
uncultured Mediterranean phage MEDS5 group,41,uncultured
Leuconostoc phage phiLN34,41,Leuconostoc
Enterobacter phage E-2,41,Enterobacter
Providencia phage Redjac,41,Providencia
Leuconostoc phage phiLN25,41,Leuconostoc
Moraxella phage Mcat19,41,Moraxella
Phormidium phage Pf-WMP3,41,Phormidium
Streptococcus phage phiARI0285-2,41,Streptococcus
Haemophilus phage HP1 (strain HP1c1),41,Haemophilus
Leuconostoc phage phiLN12,41,Leuconostoc
Burkholderia phage Bp-AMP2,41,Burkholderia
Leuconostoc phage phiLNTR3,41,Leuconostoc
Vibrio phage VvAW1,40,Vibrio
Escherichia phage Bf23,40,Escherichia
Moraxella phage Mcat3,40,Moraxella
Xanthomonas citri phage CP2,40,Xanthomonas
Yersinia phage L-413C,40,Yersinia
Enterobacteria phage fiAA91-ss,40,Enterobacteria
Liberibacter phage SC1,40,Liberibacter
Leuconostoc phage Lmd1,40,Leuconostoc
Salmonella phage FSL SP-004,40,Salmonella
uncultured phage MedDCM-OCT-S08-C582,39,uncultured
Leuconostoc phage phiLN03,39,Leuconostoc
Thermus thermophilus phage IN93,39,Thermus
Leuconostoc phage phiLN04,39,Leuconostoc
Lactococcus phage bIL67,39,Lactococcus
Leuconostoc phage phiLN6B,39,Leuconostoc
Cronobacter phage ENT39118,38,Cronobacter
Leuconostoc phage P793,38,Leuconostoc
Anabaena phage A-4L,38,Anabaena
Listeria phage WIL-1,38,Listeria
Streptococcus phage APCM01,37,Streptococcus
uncultured phage MedDCM-OCT-S04-C507,37,uncultured
Moraxella phage Mcat16,37,Moraxella
Moraxella phage Mcat12,37,Moraxella
uncultured Mediterranean phage MEDS3 group,37,uncultured
Streptococcus phage phiARI0131-2,37,Streptococcus
Pseudomonas phage vB_PaeM_PAO1_Ab04,36,Pseudomonas
Methanothermobacter phage psiM100,36,Methanothermobacter
Moraxella phage Mcat20,36,Moraxella
Streptococcus phage phiARI0578,36,Streptococcus
Pseudomonas phage vB_PaeM_PAO1_Ab06,36,Pseudomonas
Bacillus thuringiensis phage MZTP02,36,Bacillus
Pseudomonas phage phi3,36,Pseudomonas
Enterobacter phage E-3,36,Enterobacter
uncultured phage MedDCM-OCT-S04-C491,36,uncultured
Enterobacteria phage IME10,36,Enterobacteria
Haemophilus phage HP2,36,Haemophilus
Bacillus phage GA-1,35,Bacillus
Lactococcus phage mv4,35,Lactococcus
Klebsiella phage NTUH-K2044-K1-1,35,Klebsiella
Methylophilales phage HIM624-A,35,Methylophilales
Streptococcus phage phiARI0923,35,Streptococcus
Vibrio phage AS51,34,Vibrio
Leptospira phage vb_LkmZ_Bejolso9-LE1,34,Leptospira
Salmonella phage ST4,34,Salmonella
uncultured phage MedDCM-OCT-S08-C41,34,uncultured
uncultured phage MedDCM-OCT-S04-C714,34,uncultured
Moraxella phage Mcat11,33,Moraxella
Streptococcus phage phiARI0995b,33,Streptococcus
Mycobacterium phage Wonder,33,Mycobacterium
uncultured phage MedDCM-OCT-S04-C1227,33,uncultured
Bacillus phage phi29,33,Bacillus
Moraxella phage Mcat21,33,Moraxella
Helicobacter phage 1961P,33,Helicobacter
Moraxella phage Mcat10,33,Moraxella
Enterobacteria phage PR4,32,Enterobacteria
Helicobacter phage KHP40,32,Helicobacter
Enterobacteria phage FI,32,Enterobacteria
Bacillus phage Bam35c,32,Bacillus
uncultured phage MedDCM-OCT-S05-C113,32,uncultured
uncultured phage MedDCM-OCT-S08-C620,32,uncultured
Roseobacter phage SIO1,32,Roseobacter
Salmonella phage 39,31,Salmonella
Methanobacterium phage psiM2,31,Methanobacterium
Bacillus phage GIL16c,31,Bacillus
Bacillus phage AP50,31,Bacillus
uncultured phage MedDCM-OCT-S04-C24,31,uncultured
uncultured phage MedDCM-OCT-S09-C37,31,uncultured
Enterobacteria phage PR3,31,Enterobacteria
Escherichia phage phiKT,31,Escherichia
Enterobacteria phage PR772,31,Enterobacteria
Bacillus phage Nf,31,Bacillus
Enterobacteria phage PR5,31,Enterobacteria
Enterobacteria phage L17,31,Enterobacteria
Nitrososphaera phage Pro-Nvie1,30,Nitrososphaera
Pseudomonas phage DVM-2008,30,Pseudomonas
uncultured phage MedDCM-OCT-S04-C846,30,uncultured
uncultured phage MedDCM-OCT-S05-C22,30,uncultured
Cronobacter phage ES2,30,Cronobacter
Oenococcus phage fOg44,30,Oenococcus
Bacillus phage pGIL01,30,Bacillus
Staphylococcus phage SAP090B,29,Staphylococcus
Streptococcus phage Cp-7,29,Streptococcus
uncultured phage MedDCM-OCT-S04-C231,29,uncultured
Staphylococcus phage SAP090D,29,Staphylococcus
Acinetobacter phage AB3,29,Acinetobacter
Cellulophaga phage phi48:2,29,Cellulophaga
Enterobacteria phage BZ13,29,Enterobacteria
Lactococcus phage bIL310,28,Lactococcus
Gordonia phage GMA5,28,Gordonia
Streptococcus phage SFi18,28,Streptococcus
Bacillus phage Wip1,28,Bacillus
Clostridium phage phiCPV4,28,Clostridium
Lactococcus phage asccphi28,28,Lactococcus
Streptococcus phage Cp-1,28,Streptococcus
Salmonella phage L13,28,Salmonella
Enterococcus phage vB_IME195,27,Enterococcus
Enterobacteria phage 3/7,27,Enterobacteria
Lactococcus phage bIL312,27,Lactococcus
Enterobacteria phage SP,27,Enterobacteria
Staphylococcus phage 66,27,Staphylococcus
Bacillus phage PZA,27,Bacillus
Gordonia phage McGonagall,27,Gordonia
Gordonia phage Jeanie,27,Gordonia
Clostridium phage phiZP2,27,Clostridium
Pseudomonas phage Pf1,27,Pseudomonas
Streptococcus phage SOCP,27,Streptococcus
Arthrobacter phage Muttlie,26,Arthrobacter
Arthrobacter phage Stratus,26,Arthrobacter
Arthrobacter phage TymAbreu,26,Arthrobacter
Arthrobacter phage Maggie,26,Arthrobacter
uncultured phage MedDCM-OCT-S08-C1441,26,uncultured
Arthrobacter phage Yank,26,Arthrobacter
Arthrobacter phage Moloch,26,Arthrobacter
Gordonia phage GRU3,26,Gordonia
Hydrogenobaculum phage 1,26,Hydrogenobaculum
Lactococcus phage phi31,26,Lactococcus
Clostridium phage phiCP7R,26,Clostridium
Arthrobacter phage Sandman,25,Arthrobacter
Arthrobacter phage Jessica,25,Arthrobacter
Enterococcus phage vB_Efae230P-4,25,Enterococcus
uncultured phage MedDCM-OCT-S09-C14,25,uncultured
Arthrobacter phage Decurro,25,Arthrobacter
Proteus phage PM 75,25,Proteus
Bacillus phage VMY22,25,Bacillus
Oenococcus phage EGM-2013,25,Oenococcus
Salmonella phage 5,25,Salmonella
Enterobacteria phage Nil2,25,Enterobacteria
Arthrobacter phage Toulouse,25,Arthrobacter
Phage 21,25,Phage
Enterobacteria phage K3,25,Enterobacteria
uncultured phage MedDCM-OCT-S05-C139,24,uncultured
Wolbachia phage WOcauB1,24,Wolbachia
Moraxella phage Mcat14,24,Moraxella
Enterococcus phage EFAP-1,24,Enterococcus
Bacillus phage vB_BsuP-Goe1,24,Bacillus
Enterobacteria phage H19B,24,Enterobacteria
Enterobacteria phage M13,24,Enterobacteria
uncultured phage MedDCM-OCT-S01-C104,24,uncultured
Lactoccocus phage WP-2,24,Lactoccocus
Enterococcus phage EFRM31,23,Enterococcus
uncultured phage MedDCM-OCT-S04-C1201,23,uncultured
